	run	hidden_size	nlayers	dropout	embedding_size	alpha	max_rank	shuffle_labels	shuffle_input	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	train_norm	dev_norm	test_norm	train_rank	dev_rank	test_rank	representation	model	language
69	23	38	2	0.4	300	0.06072074632210035	0	False	False	1.7171	2.4718	1.9628	0.6059	0.4094	0.5449	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
70	23	38	2	0.4	300	0.06072074632210035	0	True	False	2.1602	2.161	2.1613	0.4943	0.4946	0.4946	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
71	23	38	2	0.4	300	0.06072074632210035	0	True	True													fast	mlp	marathi
72	24	467	2	0.11	300	0.07325985555120318	0	False	False	1.6863	2.6478	2.0367	0.6089	0.4023	0.5185	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
73	24	467	2	0.11	300	0.07325985555120318	0	True	False	0.8415	0.8416	0.8436	0.7815	0.7815	0.7812	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
74	24	467	2	0.11	300	0.07325985555120318	0	True	True													fast	mlp	marathi
75	25	176	4	0.05	300	0.08838834764831845	0	False	False	2.2113	2.6971	2.3248	0.4781	0.3974	0.4514	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
76	25	176	4	0.05	300	0.08838834764831845	0	True	False	1.0178	1.0153	1.0201	0.7504	0.7499	0.7499	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
77	25	176	4	0.05	300	0.08838834764831845	0	True	True													fast	mlp	marathi
78	26	57	4	0.0	300	0.10664094190766783	0	False	False	2.0896	2.7364	2.3494	0.4635	0.3631	0.4547	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
79	26	57	4	0.0	300	0.10664094190766783	0	True	False	1.3119	1.3159	1.3126	0.6847	0.6849	0.6852	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
80	26	57	4	0.0	300	0.10664094190766783	0	True	True													fast	mlp	marathi
81	27	968	3	0.22	300	0.12866277958043645	0	False	False	1.7989	2.7726	2.1049	0.5329	0.3689	0.4855	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
82	27	968	3	0.22	300	0.12866277958043645	0	True	False	0.8437	0.8415	0.8427	0.7786	0.7791	0.7789	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
83	27	968	3	0.22	300	0.12866277958043645	0	True	True													fast	mlp	marathi
84	28	268	4	0.37	300	0.15523222650918542	0	False	False	2.2872	2.6945	2.3101	0.4798	0.3565	0.4766	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
85	28	268	4	0.37	300	0.15523222650918542	0	True	False	1.6483	1.6443	1.6487	0.6097	0.6097	0.6097	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
86	28	268	4	0.37	300	0.15523222650918542	0	True	True													fast	mlp	marathi
87	29	270	0	0.04	300	0.1872883846095852	0	False	False	1.6065	2.7356	2.264	0.6993	0.385	0.5101	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
88	29	270	0	0.04	300	0.1872883846095852	0	True	False	1.2683	1.2682	1.2654	0.7374	0.7376	0.7376	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
89	29	270	0	0.04	300	0.1872883846095852	0	True	True													fast	mlp	marathi
90	30	596	0	0.43	300	0.22596428459777515	0	False	False	1.71	2.6744	2.2375	0.6882	0.3822	0.4887	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
91	30	596	0	0.43	300	0.22596428459777515	0	True	False	1.7965	1.7944	1.7872	0.6633	0.6633	0.6633	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
92	30	596	0	0.43	300	0.22596428459777515	0	True	True													fast	mlp	marathi
93	31	694	3	0.18	300	0.2726269331663144	0	False	False	1.786	2.6499	2.117	0.5296	0.3708	0.4765	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
94	31	694	3	0.18	300	0.2726269331663144	0	True	False	0.8326	0.8331	0.8338	0.7795	0.7792	0.7791	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
95	31	694	3	0.18	300	0.2726269331663144	0	True	True													fast	mlp	marathi
96	32	837	4	0.09	300	0.32892563008340914	0	False	False	1.9079	3.2097	2.3611	0.4951	0.3603	0.4753	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
97	32	837	4	0.09	300	0.32892563008340914	0	True	False	0.8525	0.8531	0.8557	0.7802	0.7796	0.7799	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
98	32	837	4	0.09	300	0.32892563008340914	0	True	True													fast	mlp	marathi
99	33	487	0	0.14	300	0.3968502629920497	0	False	False	1.4901	2.6877	2.1823	0.719	0.3807	0.504	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
100	33	487	0	0.14	300	0.3968502629920497	0	True	False	1.3906	1.3847	1.3912	0.7214	0.7212	0.7214	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
101	33	487	0	0.14	300	0.3968502629920497	0	True	True													fast	mlp	marathi
102	34	418	5	0.37	300	0.4788016403492869	0	False	False	2.2354	2.6605	2.3133	0.4791	0.3556	0.4885	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
103	34	418	5	0.37	300	0.4788016403492869	0	True	False	1.7047	1.701	1.7046	0.5958	0.596	0.5958	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
104	34	418	5	0.37	300	0.4788016403492869	0	True	True													fast	mlp	marathi
105	35	407	5	0.35000000000000003	300	0.577676348436136	0	False	False	2.26	2.6356	2.319	0.4829	0.3732	0.475	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
106	35	407	5	0.35000000000000003	300	0.577676348436136	0	True	False	1.7303	1.7259	1.7274	0.5752	0.5748	0.5744	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
107	35	407	5	0.35000000000000003	300	0.577676348436136	0	True	True													fast	mlp	marathi
108	36	657	2	0.11	300	0.6969691317244994	0	False	False	1.5812	2.6531	2.0256	0.6314	0.4027	0.5248	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
109	36	657	2	0.11	300	0.6969691317244994	0	True	False	0.83	0.8337	0.8336	0.7809	0.7813	0.7808	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
110	36	657	2	0.11	300	0.6969691317244994	0	True	True													fast	mlp	marathi
111	37	442	1	0.41	300	0.8408964152537145	0	False	False	1.6328	2.4505	1.9774	0.6528	0.4173	0.5571	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
112	37	442	1	0.41	300	0.8408964152537145	0	True	False	0.8827	0.8831	0.8802	0.7809	0.7812	0.7812	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
113	37	442	1	0.41	300	0.8408964152537145	0	True	True													fast	mlp	marathi
114	38	398	4	0.23	300	1.0145453349375229	0	False	False	2.1165	2.7604	2.269	0.4925	0.3698	0.4643	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
115	38	398	4	0.23	300	1.0145453349375229	0	True	False	1.0071	1.0077	1.0082	0.7509	0.7515	0.7508	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
116	38	398	4	0.23	300	1.0145453349375229	0	True	True													fast	mlp	marathi
117	39	369	4	0.29	300	1.2240535433046549	0	False	False	2.1949	2.6671	2.3005	0.484	0.4088	0.4894	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
118	39	369	4	0.29	300	1.2240535433046549	0	True	False	1.2496	1.2513	1.2514	0.7011	0.7011	0.7011	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
119	39	369	4	0.29	300	1.2240535433046549	0	True	True													fast	mlp	marathi
120	40	75	4	0.33	300	1.4768261459394991	0	False	False	2.1996	2.7201	2.319	0.4893	0.389	0.4661	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
121	40	75	4	0.33	300	1.4768261459394991	0	True	False	2.0851	2.0834	2.0844	0.4934	0.4934	0.4934	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
122	40	75	4	0.33	300	1.4768261459394991	0	True	True													fast	mlp	marathi
123	41	179	0	0.02	300	1.7817974362806772	0	False	False	1.5857	2.7465	2.2789	0.7024	0.3809	0.5101	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
124	41	179	0	0.02	300	1.7817974362806772	0	True	False	1.2293	1.2292	1.2264	0.7432	0.7435	0.7435	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
125	41	179	0	0.02	300	1.7817974362806772	0	True	True													fast	mlp	marathi
126	42	442	4	0.19	300	2.1497466798413916	0	False	False	2.0634	2.7604	2.2607	0.4924	0.3893	0.4622	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
127	42	442	4	0.19	300	2.1497466798413916	0	True	False	0.9391	0.9408	0.9407	0.7666	0.7658	0.7666	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
128	42	442	4	0.19	300	2.1497466798413916	0	True	True													fast	mlp	marathi
129	43	111	1	0.22	300	2.5936791093020197	0	False	False	1.8063	2.524	2.0405	0.5827	0.3933	0.4954	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
130	43	111	1	0.22	300	2.5936791093020197	0	True	False	0.9137	0.9141	0.9093	0.7785	0.7784	0.7784	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
131	43	111	1	0.22	300	2.5936791093020197	0	True	True													fast	mlp	marathi
132	44	242	1	0.45	300	3.1292855968155457	0	False	False	1.558	2.457	1.9397	0.6654	0.414	0.549	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
133	44	242	1	0.45	300	3.1292855968155457	0	True	False	0.9879	0.9911	0.9911	0.773	0.7732	0.7729	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
134	44	242	1	0.45	300	3.1292855968155457	0	True	True													fast	mlp	marathi
135	45	107	3	0.21	300	3.775497250726772	0	False	False	1.9461	2.6145	2.1793	0.4967	0.3423	0.4527	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
136	45	107	3	0.21	300	3.775497250726772	0	True	False	1.3587	1.3583	1.3592	0.6837	0.6837	0.6841	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
137	45	107	3	0.21	300	3.775497250726772	0	True	True													fast	mlp	marathi
138	46	150	2	0.2	300	4.555154539026766	0	False	False	1.6805	2.5483	1.9429	0.6	0.3961	0.5241	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
139	46	150	2	0.2	300	4.555154539026766	0	True	False	0.9028	0.8978	0.9015	0.7753	0.7752	0.7753	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
140	46	150	2	0.2	300	4.555154539026766	0	True	True													fast	mlp	marathi
141	47	38	1	0.2	300	5.495814589832351	0	False	False	1.7834	2.4861	2.0137	0.5832	0.4131	0.4977	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
142	47	38	1	0.2	300	5.495814589832351	0	True	False	1.168	1.1677	1.1645	0.7468	0.7468	0.7464	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
143	47	38	1	0.2	300	5.495814589832351	0	True	True													fast	mlp	marathi
144	48	248	1	0.49	300	6.6307252030723465	0	False	False	1.6144	2.4152	1.9659	0.651	0.4068	0.5482	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
145	48	248	1	0.49	300	6.6307252030723465	0	True	False	1.065	1.0648	1.0648	0.7661	0.7663	0.7662	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
146	48	248	1	0.49	300	6.6307252030723465	0	True	True													fast	mlp	marathi
147	49	670	0	0.45	300	8.0	0	False	False	1.7332	2.6778	2.2482	0.6827	0.3822	0.4887	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
148	49	670	0	0.45	300	8.0	0	True	False	1.8239	1.8217	1.8146	0.6593	0.6593	0.6593	0.0	0.0	0.0	0.0	0.0	0.0	fast	mlp	marathi
149	49	670	0	0.45	300	8.0	0	True	True													fast	mlp	marathi
0	0	776	0	0.15	212	0.0	1	False	False	0.6485	7.2484	6.153	0.8269	0.2908	0.3921	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
1	0	776	0	0.15	212	0.0	1	True	False	0.898	0.8993	0.9	0.7649	0.765	0.765	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
2	0	776	0	0.15	212	0.0	1	True	True													onehot	mlp	marathi
3	1	433	2	0.27	103	0.0009765625	0	False	False	1.6384	2.8472	2.4601	0.6827	0.3368	0.4242	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
4	1	433	2	0.27	103	0.0009765625	0	True	False	0.8885	0.8901	0.8815	0.7653	0.7658	0.7656	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
5	1	433	2	0.27	103	0.0009765625	0	True	True													onehot	mlp	marathi
6	2	310	5	0.5	113	0.0011782270808598852	0	False	False	2.6163	3.0349	2.8043	0.4408	0.2826	0.3178	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
7	2	310	5	0.5	113	0.0011782270808598852	0	True	False	1.9608	1.9586	1.9616	0.5239	0.5238	0.5238	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
8	2	310	5	0.5	113	0.0011782270808598852	0	True	True													onehot	mlp	marathi
9	3	300	1	0.44	99	0.001421536311369323	0	False	False	1.2914	2.9242	2.4579	0.783	0.2582	0.4719	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
10	3	300	1	0.44	99	0.001421536311369323	0	True	False	0.9072	0.9014	0.9063	0.7673	0.7668	0.7671	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
11	3	300	1	0.44	99	0.001421536311369323	0	True	True													onehot	mlp	marathi
12	4	1009	2	0.1	148	0.0017150900003645502	0	False	False	0.786	3.6749	3.2022	0.8266	0.314	0.4013	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
13	4	1009	2	0.1	148	0.0017150900003645502	0	True	False	0.8766	0.8773	0.8781	0.7681	0.7685	0.7682	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
14	4	1009	2	0.1	148	0.0017150900003645502	0	True	True													onehot	mlp	marathi
15	5	657	3	0.5	165	0.0020692638561704995	0	False	False	1.6843	2.7499	2.4236	0.6097	0.3335	0.4221	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
16	5	657	3	0.5	165	0.0020692638561704995	0	True	False	1.0434	1.043	1.0452	0.7484	0.7477	0.7484	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
17	5	657	3	0.5	165	0.0020692638561704995	0	True	True													onehot	mlp	marathi
18	6	455	2	0.49	60	0.0024965762178914648	0	False	False	1.7146	2.8718	2.4142	0.6375	0.3057	0.4181	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
19	6	455	2	0.49	60	0.0024965762178914648	0	True	False	0.9386	0.9387	0.9361	0.7634	0.7632	0.7631	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
20	6	455	2	0.49	60	0.0024965762178914648	0	True	True													onehot	mlp	marathi
21	7	103	1	0.44	84	0.0030121305183748843	0	False	False	1.5707	2.8339	2.439	0.7228	0.3062	0.3882	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
22	7	103	1	0.44	84	0.0030121305183748843	0	True	False	0.9524	0.95	0.9508	0.7682	0.7682	0.768	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
23	7	103	1	0.44	84	0.0030121305183748843	0	True	True													onehot	mlp	marathi
24	8	203	4	0.05	238	0.0036341491177818244	0	False	False	1.6004	3.1815	2.6841	0.6267	0.3416	0.4394	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
25	8	203	4	0.05	238	0.0036341491177818244	0	True	False	0.9017	0.9025	0.9031	0.7668	0.7673	0.7668	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
26	8	203	4	0.05	238	0.0036341491177818244	0	True	True													onehot	mlp	marathi
27	9	150	4	0.02	122	0.004384617376208487	0	False	False	2.0619	3.2493	2.6923	0.4891	0.266	0.3538	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
28	9	150	4	0.02	122	0.004384617376208487	0	True	False	0.9149	0.917	0.917	0.7636	0.7639	0.7636	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
29	9	150	4	0.02	122	0.004384617376208487	0	True	True													onehot	mlp	marathi
30	10	72	3	0.23	144	0.005290060730222237	0	False	False	1.9723	2.9532	2.4773	0.5939	0.3172	0.419	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
31	10	72	3	0.23	144	0.005290060730222237	0	True	False	1.4212	1.4214	1.4203	0.6713	0.672	0.672	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
32	10	72	3	0.23	144	0.005290060730222237	0	True	True													onehot	mlp	marathi
33	11	467	3	0.31	79	0.006382482239223045	0	False	False	2.1284	2.922	2.5605	0.5343	0.282	0.3397	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
34	11	467	3	0.31	79	0.006382482239223045	0	True	False	0.8967	0.8956	0.8975	0.7684	0.7681	0.7686	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
35	11	467	3	0.31	79	0.006382482239223045	0	True	True													onehot	mlp	marathi
36	12	377	0	0.37	159	0.007700493739376463	0	False	False	0.7037	4.168	3.7143	0.8077	0.3109	0.4107	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
37	12	377	0	0.37	159	0.007700493739376463	0	True	False	0.897	0.8971	0.9017	0.7694	0.7687	0.769	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
38	12	377	0	0.37	159	0.007700493739376463	0	True	True													onehot	mlp	marathi
39	13	436	2	0.25	154	0.009290680585958758	0	False	False	1.3112	2.9743	2.624	0.7382	0.2736	0.3772	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
40	13	436	2	0.25	154	0.009290680585958758	0	True	False	0.8774	0.8794	0.8791	0.7668	0.7675	0.7671	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
41	13	436	2	0.25	154	0.009290680585958758	0	True	True													onehot	mlp	marathi
42	14	382	2	0.41	148	0.011209248221179687	0	False	False	1.6173	2.9026	2.5788	0.6997	0.3105	0.4461	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
43	14	382	2	0.41	148	0.011209248221179687	0	True	False	0.8969	0.8983	0.8939	0.7656	0.7661	0.7657	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
44	14	382	2	0.41	148	0.011209248221179687	0	True	True													onehot	mlp	marathi
45	15	326	3	0.09	115	0.01352400876572098	0	False	False	1.4101	3.1336	2.58	0.692	0.2686	0.4364	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
46	15	326	3	0.09	115	0.01352400876572098	0	True	False	0.8826	0.8821	0.882	0.7695	0.7696	0.7695	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
47	15	326	3	0.09	115	0.01352400876572098	0	True	True													onehot	mlp	marathi
48	16	326	2	0.02	124	0.01631677785042834	0	False	False	0.6974	4.3552	3.3006	0.8368	0.2739	0.4395	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
49	16	326	2	0.02	124	0.01631677785042834	0	True	False	0.8797	0.8741	0.8764	0.769	0.7696	0.7696	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
50	16	326	2	0.02	124	0.01631677785042834	0	True	True													onehot	mlp	marathi
51	17	247	2	0.15	240	0.01968626640460739	0	False	False	0.9322	3.2405	2.5504	0.8054	0.3019	0.4567	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
52	17	247	2	0.15	240	0.01968626640460739	0	True	False	0.8789	0.8755	0.8799	0.7676	0.7675	0.7673	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
53	17	247	2	0.15	240	0.01968626640460739	0	True	True													onehot	mlp	marathi
54	18	179	1	0.01	50	0.02375156961170491	0	False	False	1.0386	4.0896	3.3718	0.7937	0.2344	0.3601	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
55	18	179	1	0.01	50	0.02375156961170491	0	True	False	0.879	0.88	0.8757	0.7685	0.768	0.7685	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
56	18	179	1	0.01	50	0.02375156961170491	0	True	True													onehot	mlp	marathi
57	19	137	5	0.3	235	0.028656376350145975	0	False	False	2.2945	3.1703	2.8303	0.4938	0.2733	0.3441	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
58	19	137	5	0.3	235	0.028656376350145975	0	True	False	1.8985	1.898	1.9019	0.5292	0.5293	0.5294	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
59	19	137	5	0.3	235	0.028656376350145975	0	True	True													onehot	mlp	marathi
60	20	786	2	0.24	144	0.03457404790277603	0	False	False	1.1325	3.0072	2.6551	0.7874	0.3436	0.3942	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
61	20	786	2	0.24	144	0.03457404790277603	0	True	False	0.8873	0.8861	0.888	0.7667	0.7664	0.7664	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
62	20	786	2	0.24	144	0.03457404790277603	0	True	True													onehot	mlp	marathi
63	21	410	1	0.49	188	0.04171374544281356	0	False	False	0.9902	2.9213	2.6409	0.7897	0.3153	0.4261	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
64	21	410	1	0.49	188	0.04171374544281356	0	True	False	0.9132	0.9114	0.9101	0.7652	0.7656	0.7646	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
65	21	410	1	0.49	188	0.04171374544281356	0	True	True													onehot	mlp	marathi
66	22	388	0	0.48	59	0.0503278228734142	0	False	False	1.262	3.1284	2.614	0.742	0.3209	0.3859	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
67	22	388	0	0.48	59	0.0503278228734142	0	True	False	0.9504	0.9518	0.9491	0.7691	0.7693	0.7691	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
68	22	388	0	0.48	59	0.0503278228734142	0	True	True													onehot	mlp	marathi
69	23	38	2	0.4	176	0.06072074632210035	0	False	False	1.9848	2.9358	2.5481	0.6082	0.3188	0.4007	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
70	23	38	2	0.4	176	0.06072074632210035	0	True	False	1.6236	1.6258	1.6268	0.6256	0.6259	0.6256	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
71	23	38	2	0.4	176	0.06072074632210035	0	True	True													onehot	mlp	marathi
72	24	467	2	0.11	75	0.07325985555120318	0	False	False	0.8913	3.1705	2.8568	0.8196	0.3307	0.4401	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
73	24	467	2	0.11	75	0.07325985555120318	0	True	False	0.8799	0.8806	0.881	0.7691	0.769	0.7695	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
74	24	467	2	0.11	75	0.07325985555120318	0	True	True													onehot	mlp	marathi
75	25	176	4	0.05	210	0.08838834764831845	0	False	False	1.5275	3.3858	2.9315	0.6603	0.3477	0.3979	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
76	25	176	4	0.05	210	0.08838834764831845	0	True	False	0.9126	0.9159	0.9117	0.7669	0.7671	0.767	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
77	25	176	4	0.05	210	0.08838834764831845	0	True	True													onehot	mlp	marathi
78	26	57	4	0.0	85	0.10664094190766783	0	False	False	2.181	3.739	3.2032	0.4792	0.228	0.3023	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
79	26	57	4	0.0	85	0.10664094190766783	0	True	False	1.3433	1.3386	1.3418	0.6621	0.6615	0.6624	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
80	26	57	4	0.0	85	0.10664094190766783	0	True	True													onehot	mlp	marathi
81	27	968	3	0.22	102	0.12866277958043645	0	False	False	1.3371	2.9579	2.5932	0.7154	0.3173	0.4385	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
82	27	968	3	0.22	102	0.12866277958043645	0	True	False	0.8844	0.8845	0.8876	0.7694	0.769	0.769	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
83	27	968	3	0.22	102	0.12866277958043645	0	True	True													onehot	mlp	marathi
84	28	268	4	0.37	225	0.15523222650918542	0	False	False	2.4511	3.0948	2.7348	0.4696	0.2645	0.3389	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
85	28	268	4	0.37	225	0.15523222650918542	0	True	False	1.5814	1.5846	1.5833	0.6195	0.6193	0.6192	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
86	28	268	4	0.37	225	0.15523222650918542	0	True	True													onehot	mlp	marathi
87	29	270	0	0.04	187	0.1872883846095852	0	False	False	0.6357	9.4758	8.3388	0.8319	0.2253	0.3206	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
88	29	270	0	0.04	187	0.1872883846095852	0	True	False	0.8858	0.8854	0.884	0.7635	0.763	0.764	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
89	29	270	0	0.04	187	0.1872883846095852	0	True	True													onehot	mlp	marathi
90	30	596	0	0.43	195	0.22596428459777515	0	False	False	0.7168	4.4631	3.9581	0.8087	0.2811	0.3287	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
91	30	596	0	0.43	195	0.22596428459777515	0	True	False	0.9098	0.9088	0.9078	0.7676	0.7682	0.7678	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
92	30	596	0	0.43	195	0.22596428459777515	0	True	True													onehot	mlp	marathi
93	31	694	3	0.18	230	0.2726269331663144	0	False	False	1.1092	3.3659	2.9235	0.7731	0.288	0.3668	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
94	31	694	3	0.18	230	0.2726269331663144	0	True	False	0.8834	0.882	0.882	0.766	0.7661	0.7664	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
95	31	694	3	0.18	230	0.2726269331663144	0	True	True													onehot	mlp	marathi
96	32	837	4	0.09	187	0.32892563008340914	0	False	False	1.3321	3.6734	2.7717	0.7169	0.2615	0.3942	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
97	32	837	4	0.09	187	0.32892563008340914	0	True	False	0.8796	0.8787	0.8783	0.7682	0.7681	0.7686	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
98	32	837	4	0.09	187	0.32892563008340914	0	True	True													onehot	mlp	marathi
99	33	487	0	0.14	112	0.3968502629920497	0	False	False	0.6394	5.3575	4.5145	0.8307	0.2769	0.3761	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
100	33	487	0	0.14	112	0.3968502629920497	0	True	False	0.9434	0.9463	0.9478	0.7628	0.763	0.7631	0.0	0.0	0.0	0.0	0.0	0.0	onehot	mlp	marathi
